"","week","home_team","home_points","away_team","away_points","conference_game"
"422",7,"Virginia Tech",34,"Rhode Island",17,FALSE
"423",7,"Coastal Carolina",21,"Georgia State",31,TRUE
"424",7,"UT San Antonio",14,"UAB",33,TRUE
"425",7,"Air Force",43,"Fresno State",24,TRUE
"426",7,"Florida International",48,"Charlotte",23,TRUE
"427",7,"Missouri",38,"Ole Miss",27,TRUE
"428",7,"Southern Mississippi",45,"North Texas",27,TRUE
"429",7,"Louisiana Tech",69,"UMass",21,FALSE
"430",7,"Western Kentucky",17,"Army",8,FALSE
"431",7,"Kentucky",24,"Arkansas",20,TRUE
"432",7,"Tulsa",17,"Navy",45,TRUE
"433",7,"Iowa",12,"Penn State",17,TRUE
"434",7,"Minnesota",34,"Nebraska",7,TRUE
"435",7,"Wake Forest",59,"Louisville",62,TRUE
"436",7,"Notre Dame",30,"USC",27,FALSE
"437",7,"Oregon State",7,"Utah",52,TRUE
"438",7,"LSU",42,"Florida",28,TRUE
"439",7,"Boise State",59,"Hawai'i",37,TRUE
"440",7,"San Diego State",26,"Wyoming",22,TRUE
"441",7,"Arizona",27,"Washington",51,TRUE
"442",8,"Troy",37,"South Alabama",13,TRUE
"443",8,"Arkansas State",20,"Louisiana",37,TRUE
"444",8,"Stanford",16,"UCLA",34,TRUE
"445",8,"Florida Atlantic",31,"Marshall",36,TRUE
"446",8,"Syracuse",20,"Pittsburgh",27,TRUE
"447",8,"Northwestern",3,"Ohio State",52,TRUE
"448",8,"Fresno State",56,"UNLV",27,TRUE
"449",8,"Boston College",45,"NC State",24,TRUE
"450",8,"South Carolina",27,"Florida",38,TRUE
"451",8,"Iowa",26,"Purdue",20,TRUE
"452",8,"Oklahoma",52,"West Virginia",14,TRUE
"453",8,"Miami",21,"Georgia Tech",28,TRUE
"454",8,"Ohio",45,"Kent State",38,TRUE
"455",8,"Connecticut",17,"Houston",24,TRUE
"456",8,"Illinois",24,"Wisconsin",23,TRUE
"457",8,"Texas Tech",24,"Iowa State",34,TRUE
"458",8,"Arkansas",10,"Auburn",51,TRUE
"459",8,"Louisville",10,"Clemson",45,TRUE
"460",8,"Bowling Green",20,"Central Michigan",38,TRUE
"461",8,"Ball State",52,"Toledo",14,TRUE
"462",8,"Miami (OH)",27,"Northern Illinois",24,TRUE
"463",8,"Kansas State",24,"TCU",17,TRUE
"464",8,"California",17,"Oregon State",21,TRUE
"465",8,"Wyoming",23,"New Mexico",10,TRUE
"466",8,"Georgia Southern",30,"Coastal Carolina",27,TRUE
"467",8,"Virginia Tech",43,"North Carolina",41,TRUE
"468",8,"Navy",35,"South Florida",3,TRUE
"469",8,"Mississippi State",13,"LSU",36,TRUE
"470",8,"Appalachian State",52,"Louisiana Monroe",7,TRUE
"471",8,"SMU",45,"Temple",21,TRUE
"472",8,"Rutgers",7,"Minnesota",42,TRUE
"473",8,"Akron",0,"Buffalo",21,TRUE
"474",8,"Louisiana Tech",45,"Southern Mississippi",30,TRUE
"475",8,"Maryland",28,"Indiana",34,TRUE
"476",8,"Virginia",48,"Duke",14,TRUE
"477",8,"Cincinnati",24,"Tulsa",13,TRUE
"478",8,"Washington",31,"Oregon",35,TRUE
"479",8,"North Texas",33,"Middle Tennessee",30,TRUE
"480",8,"Oklahoma State",27,"Baylor",45,TRUE
"481",8,"Vanderbilt",21,"Missouri",14,TRUE
"482",8,"UAB",38,"Old Dominion",14,TRUE
"483",8,"Western Kentucky",30,"Charlotte",14,TRUE
"484",8,"Georgia",21,"Kentucky",0,TRUE
"485",8,"UT San Antonio",31,"Rice",27,TRUE
"486",8,"Utah",21,"Arizona State",3,TRUE
"487",8,"Liberty",59,"Maine",44,FALSE
"488",8,"Washington State",41,"Colorado",10,TRUE
"489",8,"Eastern Michigan",34,"Western Michigan",27,TRUE
"490",8,"UCF",41,"East Carolina",28,TRUE
"491",8,"Florida International",32,"UTEP",17,TRUE
"492",8,"Georgia State",28,"Army",21,FALSE
"493",8,"Memphis",47,"Tulane",17,TRUE
"494",8,"Texas",50,"Kansas",48,TRUE
"495",8,"San José State",17,"San Diego State",27,TRUE
"496",8,"Ole Miss",17,"Texas A&M",24,TRUE
"497",8,"Wake Forest",22,"Florida State",20,TRUE
"498",8,"Penn State",28,"Michigan",21,TRUE
"499",8,"Alabama",35,"Tennessee",13,TRUE
"500",8,"USC",41,"Arizona",14,TRUE
"501",8,"BYU",28,"Boise State",25,FALSE
"502",8,"Utah State",36,"Nevada",10,TRUE
"503",8,"Hawai'i",26,"Air Force",56,TRUE
"504",9,"Houston",31,"SMU",34,TRUE
"505",9,"Colorado",31,"USC",35,TRUE
"506",9,"Texas A&M",49,"Mississippi State",30,TRUE
"507",9,"Kansas State",48,"Oklahoma",41,TRUE
"508",9,"Army",29,"San José State",34,FALSE
"509",9,"Ohio State",38,"Wisconsin",7,TRUE
"510",9,"Northwestern",0,"Iowa",20,TRUE
"511",9,"Pittsburgh",12,"Miami",16,TRUE
"512",9,"South Alabama",3,"Appalachian State",30,TRUE
"513",9,"Rutgers",44,"Liberty",34,FALSE
"514",9,"Purdue",6,"Illinois",24,TRUE
"515",9,"Western Michigan",49,"Bowling Green",10,TRUE
"516",9,"Rice",6,"Southern Mississippi",20,TRUE
"517",9,"Wyoming",31,"Nevada",3,TRUE
"518",9,"Ball State",21,"Ohio",34,TRUE
"519",9,"Marshall",26,"Western Kentucky",23,TRUE
"520",9,"Georgia Southern",41,"New Mexico State",7,FALSE
"521",9,"Northern Illinois",49,"Akron",0,TRUE
"522",9,"UMass",35,"Connecticut",56,FALSE
"523",9,"Middle Tennessee",50,"Florida International",17,TRUE
"524",9,"Old Dominion",3,"Florida Atlantic",41,TRUE
"525",9,"Florida State",35,"Syracuse",17,TRUE
"526",9,"Louisville",28,"Virginia",21,TRUE
"527",9,"Stanford",41,"Arizona",31,TRUE
"528",9,"Nebraska",31,"Indiana",38,TRUE
"529",9,"Buffalo",43,"Central Michigan",20,TRUE
"530",9,"Michigan State",7,"Penn State",28,TRUE
"531",9,"LSU",23,"Auburn",20,TRUE
"532",9,"Kent State",16,"Miami (OH)",23,TRUE
"533",9,"Toledo",37,"Eastern Michigan",34,TRUE
"534",9,"Minnesota",52,"Maryland",10,TRUE
"535",9,"TCU",37,"Texas",27,TRUE
"536",9,"Iowa State",27,"Oklahoma State",34,TRUE
"537",9,"Charlotte",39,"North Texas",38,TRUE
"538",9,"Navy",41,"Tulane",38,TRUE
"539",9,"East Carolina",20,"South Florida",45,TRUE
"540",9,"New Mexico",31,"Hawai'i",45,TRUE
"541",9,"Tennessee",41,"South Carolina",21,TRUE
"542",9,"North Carolina",20,"Duke",17,TRUE
"543",9,"Kansas",37,"Texas Tech",34,TRUE
"544",9,"Arkansas State",38,"Texas State",14,TRUE
"545",9,"Georgia State",52,"Troy",33,TRUE
"546",9,"Temple",21,"UCF",63,TRUE
"547",9,"Alabama",48,"Arkansas",7,TRUE
"548",9,"Tulsa",41,"Memphis",42,TRUE
"549",9,"Michigan",45,"Notre Dame",14,FALSE
"550",9,"Clemson",59,"Boston College",7,TRUE
"551",9,"UCLA",42,"Arizona State",32,TRUE
"552",9,"Kentucky",29,"Missouri",7,TRUE
"553",9,"Fresno State",31,"Colorado State",41,TRUE
"554",9,"UTEP",21,"Louisiana Tech",42,TRUE
"555",9,"Utah",35,"California",0,TRUE
"556",9,"Air Force",31,"Utah State",7,TRUE
"557",9,"UNLV",17,"San Diego State",20,TRUE
"558",9,"Oregon",37,"Washington State",35,TRUE
"559",10,"Baylor",17,"West Virginia",14,TRUE
"560",10,"Appalachian State",21,"Georgia Southern",24,TRUE
"561",10,"Connecticut",10,"Navy",56,TRUE
"562",10,"Maryland",7,"Michigan",38,TRUE
"563",10,"Syracuse",27,"Boston College",58,TRUE
"564",10,"UCF",44,"Houston",29,TRUE
"565",10,"UMass",21,"Liberty",63,FALSE
"566",10,"Eastern Michigan",14,"Buffalo",43,TRUE
"567",10,"Purdue",31,"Nebraska",27,TRUE
"568",10,"Texas A&M",45,"UT San Antonio",14,FALSE
"569",10,"Central Michigan",48,"Northern Illinois",10,TRUE
"570",10,"Wake Forest",44,"NC State",10,TRUE
"571",10,"Florida International",24,"Old Dominion",17,TRUE
"572",10,"Bowling Green",35,"Akron",6,TRUE
"573",10,"Notre Dame",21,"Virginia Tech",20,FALSE
"574",10,"Coastal Carolina",36,"Troy",35,TRUE
"575",10,"Florida",17,"Georgia",24,TRUE
"576",10,"Charlotte",34,"Middle Tennessee",20,TRUE
"577",10,"Rice",7,"Marshall",20,TRUE
"578",10,"Florida State",10,"Miami",27,TRUE
"579",10,"Illinois",38,"Rutgers",10,TRUE
"580",10,"Louisiana Monroe",41,"Arkansas State",48,TRUE
"581",10,"Colorado State",37,"UNLV",17,TRUE
"582",10,"Kansas",10,"Kansas State",38,TRUE
"583",10,"Air Force",17,"Army",13,FALSE
"584",10,"Oklahoma State",34,"TCU",27,TRUE
"585",10,"North Texas",52,"UTEP",26,TRUE
"586",10,"Tulane",38,"Tulsa",26,TRUE
"587",10,"Washington",28,"Utah",33,TRUE
"588",10,"Arkansas",24,"Mississippi State",54,TRUE
"589",10,"Georgia Tech",10,"Pittsburgh",20,TRUE
"590",10,"Clemson",59,"Wofford",14,FALSE
"591",10,"Western Kentucky",24,"Florida Atlantic",35,TRUE
"592",10,"Arizona",38,"Oregon State",56,TRUE
"593",10,"Louisiana",31,"Texas State",3,TRUE
"594",10,"East Carolina",43,"Cincinnati",46,TRUE
"595",10,"Tennessee",30,"UAB",7,FALSE
"596",10,"Auburn",20,"Ole Miss",14,TRUE
"597",10,"Indiana",34,"Northwestern",3,TRUE
"598",10,"North Carolina",31,"Virginia",38,TRUE
"599",10,"Memphis",54,"SMU",48,TRUE
"600",10,"South Carolina",24,"Vanderbilt",7,TRUE
"601",10,"USC",24,"Oregon",56,TRUE
"602",10,"UCLA",31,"Colorado",14,TRUE
"603",10,"Utah State",14,"BYU",42,FALSE
"604",10,"San José State",42,"Boise State",52,TRUE
"605",10,"Nevada",21,"New Mexico",10,TRUE
"606",10,"Hawai'i",38,"Fresno State",41,TRUE
"607",11,"Toledo",35,"Kent State",33,TRUE
"608",11,"Western Michigan",35,"Ball State",31,TRUE
"609",11,"Ohio",21,"Miami (OH)",24,TRUE
"610",11,"Coastal Carolina",7,"Louisiana",48,TRUE
"611",11,"South Florida",7,"Temple",17,TRUE
"612",11,"Tulsa",34,"UCF",31,TRUE
"613",11,"Oregon State",7,"Washington",19,TRUE
"614",11,"SMU",59,"East Carolina",51,TRUE
"615",11,"Minnesota",31,"Penn State",26,TRUE
"616",11,"Arkansas",19,"Western Kentucky",45,FALSE
"617",11,"Ohio State",73,"Maryland",14,TRUE
"618",11,"Army",63,"UMass",7,FALSE
"619",11,"West Virginia",17,"Texas Tech",38,TRUE
"620",11,"Boston College",31,"Florida State",38,TRUE
"621",11,"Florida",56,"Vanderbilt",0,TRUE
"622",11,"TCU",23,"Baylor",29,TRUE
"623",11,"Northwestern",22,"Purdue",24,TRUE
"624",11,"Virginia",33,"Georgia Tech",28,TRUE
"625",11,"Old Dominion",23,"UT San Antonio",24,TRUE
"626",11,"New Mexico",NA,"Air Force",NA,TRUE
"627",11,"Texas State",30,"South Alabama",28,TRUE
"628",11,"Colorado",16,"Stanford",13,TRUE
"629",11,"UTEP",21,"Charlotte",28,TRUE
"630",11,"Alabama",41,"LSU",46,TRUE
"631",11,"Texas",27,"Kansas State",24,TRUE
"632",11,"Southern Mississippi",37,"UAB",2,TRUE
"633",11,"Virginia Tech",36,"Wake Forest",17,TRUE
"634",11,"Miami",52,"Louisville",27,TRUE
"635",11,"Cincinnati",48,"Connecticut",3,TRUE
"636",11,"Arizona State",26,"USC",31,TRUE
"637",11,"Michigan State",34,"Illinois",37,TRUE
"638",11,"Troy",49,"Georgia Southern",28,TRUE
"639",11,"Louisiana Tech",52,"North Texas",17,TRUE
"640",11,"Ole Miss",41,"New Mexico State",3,FALSE
"641",11,"Wisconsin",24,"Iowa",22,TRUE
"642",11,"Louisiana Monroe",45,"Georgia State",31,TRUE
"643",11,"Florida Atlantic",37,"Florida International",7,TRUE
"644",11,"Georgia",27,"Missouri",0,TRUE
"645",11,"California",33,"Washington State",20,TRUE
"646",11,"Fresno State",35,"Utah State",37,TRUE
"647",11,"South Carolina",15,"Appalachian State",20,FALSE
"648",11,"Kentucky",13,"Tennessee",17,TRUE
"649",11,"BYU",31,"Liberty",24,FALSE
"650",11,"Duke",7,"Notre Dame",38,FALSE
"651",11,"NC State",10,"Clemson",55,TRUE
"652",11,"Oklahoma",42,"Iowa State",41,TRUE
"653",11,"Boise State",20,"Wyoming",17,TRUE
"654",11,"San Diego State",13,"Nevada",17,TRUE
"655",11,"Hawai'i",42,"San José State",40,TRUE
"656",12,"Akron",14,"Eastern Michigan",42,TRUE
"657",12,"Ohio",34,"Western Michigan",37,TRUE
"658",12,"Toledo",28,"Northern Illinois",31,TRUE
"659",12,"Miami (OH)",44,"Bowling Green",3,TRUE
"660",12,"Kent State",30,"Buffalo",27,TRUE
"661",12,"Pittsburgh",34,"North Carolina",27,TRUE
"662",12,"Marshall",31,"Louisiana Tech",10,TRUE
"663",12,"San Diego State",17,"Fresno State",7,TRUE
"664",12,"Nebraska",21,"Wisconsin",37,TRUE
"665",12,"Army",47,"VMI",6,FALSE
"666",12,"Temple",29,"Tulane",21,TRUE
"667",12,"Texas Tech",31,"TCU",33,TRUE
"668",12,"Penn State",34,"Indiana",27,TRUE
"669",12,"Mississippi State",7,"Alabama",38,TRUE
"670",12,"Michigan",44,"Michigan State",10,TRUE
"671",12,"Oklahoma State",31,"Kansas",13,TRUE
"672",12,"Northwestern",45,"UMass",6,FALSE
"673",12,"Florida State",49,"Alabama State",12,FALSE
"674",12,"Missouri",6,"Florida",23,TRUE
"675",12,"UAB",37,"UTEP",10,TRUE
"676",12,"Notre Dame",52,"Navy",20,FALSE
"677",12,"BYU",42,"Idaho State",10,FALSE
"678",12,"Texas State",27,"Troy",63,TRUE
"679",12,"Arkansas State",28,"Coastal Carolina",27,TRUE
"680",12,"Georgia Southern",51,"Louisiana Monroe",29,TRUE
"681",12,"Georgia Tech",0,"Virginia Tech",45,TRUE
"682",12,"Rutgers",21,"Ohio State",56,TRUE
"683",12,"Iowa State",23,"Texas",21,TRUE
"684",12,"Clemson",52,"Wake Forest",3,TRUE
"685",12,"Houston",27,"Memphis",45,TRUE
"686",12,"Kansas State",20,"West Virginia",24,TRUE
"687",12,"Vanderbilt",14,"Kentucky",38,TRUE
"688",12,"Auburn",14,"Georgia",21,TRUE
"689",12,"Ball State",44,"Central Michigan",45,TRUE
"690",12,"Iowa",23,"Minnesota",19,TRUE
"691",12,"Duke",6,"Syracuse",49,TRUE
"692",12,"Utah State",26,"Wyoming",21,TRUE
"693",12,"New Mexico State",41,"Incarnate Word",28,FALSE
"694",12,"UNLV",7,"Hawai'i",21,TRUE
"695",12,"Middle Tennessee",28,"Rice",31,TRUE
"696",12,"Washington State",49,"Stanford",22,TRUE
"697",12,"South Alabama",27,"Louisiana",37,TRUE
"698",12,"UT San Antonio",17,"Southern Mississippi",36,TRUE
"699",12,"Colorado State",21,"Air Force",38,TRUE
"700",12,"Ole Miss",37,"LSU",58,TRUE
"701",12,"South Florida",17,"Cincinnati",20,TRUE
"702",12,"Georgia State",27,"Appalachian State",56,TRUE
"703",12,"Oregon State",35,"Arizona State",34,TRUE
"704",12,"Baylor",31,"Oklahoma",34,TRUE
"705",12,"Texas A&M",30,"South Carolina",6,TRUE
"706",12,"NC State",20,"Louisville",34,TRUE
"707",12,"Utah",49,"UCLA",3,TRUE
"708",12,"Boise State",42,"New Mexico",9,TRUE
"709",12,"Oregon",34,"Arizona",6,TRUE
"710",12,"California",17,"USC",41,TRUE
"711",13,"Bowling Green",24,"Ohio",66,TRUE
"712",13,"Northern Illinois",17,"Eastern Michigan",45,TRUE
"713",13,"Buffalo",49,"Toledo",30,TRUE
"714",13,"Miami (OH)",20,"Akron",17,TRUE
"715",13,"Georgia Tech",28,"NC State",26,TRUE
"716",13,"Wyoming",17,"Colorado State",7,TRUE
"717",13,"Iowa State",41,"Kansas",31,TRUE
"718",13,"Ohio State",28,"Penn State",17,TRUE
"719",13,"Virginia",55,"Liberty",27,FALSE
"720",13,"Kent State",41,"Ball State",38,TRUE
"721",13,"Connecticut",24,"East Carolina",31,TRUE
"722",13,"Tulane",31,"UCF",34,TRUE
"723",13,"Alabama",66,"Western Carolina",3,FALSE
"724",13,"Auburn",52,"Samford",0,FALSE
"725",13,"Northwestern",22,"Minnesota",38,TRUE
"726",13,"Iowa",19,"Illinois",10,TRUE
"727",13,"West Virginia",13,"Oklahoma State",20,TRUE
"728",13,"Rutgers",0,"Michigan State",27,TRUE
"729",13,"UMass",24,"BYU",56,FALSE
"730",13,"New Mexico",22,"Air Force",44,TRUE
"731",13,"Georgia State",28,"South Alabama",15,TRUE
"732",13,"Appalachian State",35,"Texas State",13,TRUE
"733",13,"Notre Dame",40,"Boston College",7,FALSE
"734",13,"Arkansas State",38,"Georgia Southern",33,TRUE
"735",13,"Vanderbilt",38,"East Tennessee State",0,FALSE
"736",13,"Maryland",7,"Nebraska",54,TRUE
"737",13,"USC",52,"UCLA",35,TRUE
"738",13,"Kentucky",50,"UT Martin",7,FALSE
"739",13,"Southern Mississippi",10,"Western Kentucky",28,TRUE
"740",13,"Charlotte",24,"Marshall",13,TRUE
"741",13,"Rice",20,"North Texas",14,TRUE
"742",13,"Navy",35,"SMU",28,TRUE
"743",13,"North Carolina",56,"Mercer",7,FALSE
"744",13,"Baylor",24,"Texas",10,TRUE
"745",13,"Indiana",14,"Michigan",39,TRUE
"746",13,"Georgia",19,"Texas A&M",13,TRUE
"747",13,"Virginia Tech",28,"Pittsburgh",0,TRUE
"748",13,"UAB",20,"Louisiana Tech",14,TRUE
"749",13,"Wisconsin",45,"Purdue",24,TRUE
"750",13,"Stanford",20,"California",24,TRUE
"751",13,"Louisville",56,"Syracuse",34,TRUE
"752",13,"South Florida",10,"Memphis",49,TRUE
"753",13,"New Mexico State",44,"UTEP",35,FALSE
"754",13,"UNLV",38,"San José State",35,TRUE
"755",13,"Middle Tennessee",38,"Old Dominion",17,TRUE
"756",13,"Louisiana Monroe",45,"Coastal Carolina",42,TRUE
"757",13,"Louisiana",53,"Troy",3,TRUE
"758",13,"UT San Antonio",26,"Florida Atlantic",40,TRUE
"759",13,"Florida International",30,"Miami",24,FALSE
"760",13,"Texas Tech",27,"Kansas State",30,TRUE
"761",13,"LSU",56,"Arkansas",20,TRUE
"762",13,"Cincinnati",15,"Temple",13,TRUE
"763",13,"Arizona State",31,"Oregon",28,TRUE
"764",13,"Wake Forest",39,"Duke",27,TRUE
"765",13,"Tulsa",14,"Houston",24,TRUE
"766",13,"Missouri",20,"Tennessee",24,TRUE
"767",13,"Mississippi State",45,"Abilene Christian",7,FALSE
"768",13,"Oklahoma",28,"TCU",24,TRUE
"769",13,"Washington State",54,"Oregon State",53,TRUE
"770",13,"Colorado",20,"Washington",14,TRUE
"771",13,"Arizona",7,"Utah",35,TRUE
"772",13,"Fresno State",28,"Nevada",35,TRUE
"773",13,"Utah State",21,"Boise State",56,TRUE
"774",13,"Hawai'i",14,"San Diego State",11,TRUE
"775",14,"Akron",3,"Ohio",52,TRUE
"776",14,"Northern Illinois",17,"Western Michigan",14,TRUE
"777",14,"Mississippi State",21,"Ole Miss",20,TRUE
"778",14,"Buffalo",49,"Bowling Green",7,TRUE
"779",14,"Eastern Michigan",26,"Kent State",34,TRUE
"780",14,"Ball State",41,"Miami (OH)",27,TRUE
"781",14,"Texas",49,"Texas Tech",24,TRUE
"782",14,"Virginia",39,"Virginia Tech",30,TRUE
"783",14,"Central Michigan",49,"Toledo",7,TRUE
"784",14,"Arkansas",14,"Missouri",24,TRUE
"785",14,"Nebraska",24,"Iowa",27,TRUE
"786",14,"Memphis",34,"Cincinnati",24,TRUE
"787",14,"Colorado State",24,"Boise State",31,TRUE
"788",14,"Washington",31,"Washington State",13,TRUE
"789",14,"TCU",17,"West Virginia",20,TRUE
"790",14,"South Alabama",34,"Arkansas State",30,TRUE
"791",14,"Troy",13,"Appalachian State",48,TRUE
"792",14,"UCF",34,"South Florida",7,TRUE
"793",14,"South Carolina",3,"Clemson",38,FALSE
"794",14,"Purdue",41,"Indiana",44,TRUE
"795",14,"Georgia Tech",7,"Georgia",52,FALSE
"796",14,"East Carolina",24,"Tulsa",49,TRUE
"797",14,"Illinois",10,"Northwestern",29,TRUE
"798",14,"Coastal Carolina",24,"Texas State",21,TRUE
"799",14,"Kentucky",45,"Louisville",13,FALSE
"800",14,"Marshall",30,"Florida International",27,TRUE
"801",14,"Michigan",27,"Ohio State",56,TRUE
"802",14,"Syracuse",39,"Wake Forest",30,TRUE
"803",14,"Liberty",49,"New Mexico State",28,FALSE
"804",14,"Air Force",20,"Wyoming",6,TRUE
"805",14,"Old Dominion",22,"Charlotte",38,TRUE
"806",14,"Western Kentucky",31,"Middle Tennessee",26,TRUE
"807",14,"UTEP",16,"Rice",30,TRUE
"808",14,"Nevada",30,"UNLV",33,TRUE
"809",14,"Pittsburgh",19,"Boston College",26,TRUE
"810",14,"Louisiana Tech",41,"UT San Antonio",27,TRUE
"811",14,"Florida Atlantic",34,"Southern Mississippi",17,TRUE
"812",14,"Duke",27,"Miami",17,TRUE
"813",14,"Auburn",48,"Alabama",45,TRUE
"814",14,"Michigan State",19,"Maryland",16,TRUE
"815",14,"Penn State",27,"Rutgers",6,TRUE
"816",14,"Temple",49,"Connecticut",17,TRUE
"817",14,"Minnesota",17,"Wisconsin",38,TRUE
"818",14,"Kansas",6,"Baylor",61,TRUE
"819",14,"Oregon",24,"Oregon State",10,TRUE
"820",14,"Stanford",24,"Notre Dame",45,FALSE
"821",14,"SMU",37,"Tulane",20,TRUE
"822",14,"Tennessee",28,"Vanderbilt",10,TRUE
"823",14,"North Texas",21,"UAB",26,TRUE
"824",14,"New Mexico",25,"Utah State",38,TRUE
"825",14,"Georgia Southern",38,"Georgia State",10,TRUE
"826",14,"Houston",41,"Navy",56,TRUE
"827",14,"LSU",50,"Texas A&M",7,TRUE
"828",14,"Kansas State",27,"Iowa State",17,TRUE
"829",14,"NC State",10,"North Carolina",41,TRUE
"830",14,"Utah",45,"Colorado",15,TRUE
"831",14,"Louisiana",31,"Louisiana Monroe",30,TRUE
"832",14,"Florida",40,"Florida State",17,FALSE
"833",14,"Oklahoma State",16,"Oklahoma",34,TRUE
"834",14,"San Diego State",13,"BYU",3,FALSE
"835",14,"Arizona State",24,"Arizona",14,TRUE
"836",14,"San José State",17,"Fresno State",16,TRUE
"837",14,"UCLA",18,"California",28,TRUE
"838",14,"Hawai'i",52,"Army",31,FALSE
"839",15,"Oregon",37,"Utah",15,TRUE
"840",15,"Oklahoma",30,"Baylor",23,TRUE
"841",15,"Appalachian State",45,"Louisiana",38,TRUE
"842",15,"Central Michigan",21,"Miami (OH)",26,TRUE
"843",15,"Florida Atlantic",49,"UAB",6,TRUE
"844",15,"Memphis",29,"Cincinnati",24,TRUE
"845",15,"Boise State",31,"Hawai'i",10,TRUE
"846",15,"LSU",37,"Georgia",10,TRUE
"847",15,"Clemson",62,"Virginia",17,TRUE
"848",15,"Wisconsin",21,"Ohio State",34,TRUE
"849",15,"Navy",31,"Army",7,FALSE
